COUNTRY,YEAR,VALUE
,1996,187
,1997,135
,1998,115
,1999,95
,2000,74
,2001,21
,2002,46
,2003,11
,2004,12
,2005,16
,2006,46
,2007,5
,2008,48
,2009,13
,2010,19
,2011,176
,2012,50
,2013,78
,2014,58
,2015,47
,2016,11
,2017,60
,2018,78
,2019,74
POL,1974,70857
POL,1975,146664
POL,1976,125168
POL,1977,44949
POL,1978,84073
POL,1979,30653
POL,1980,24882
POL,1981,35283
POL,1982,7620
POL,1983,11271
POL,1984,54403
POL,1985,35680
POL,1986,6806
POL,1987,1286
POL,1988,1005
POL,1989,7225
POL,1990,56471
POL,1991,2419
POL,1992,3695
POL,1993,1410
POL,1994,864
POL,1995,752
POL,1996,639
POL,1997,338
POL,1998,2255
POL,1999,99
POL,2000,77
POL,2001,133
POL,2002,34
POL,2003,48
POL,2004,11
POL,2005,13
POL,2006,120
POL,2007,40
POL,2009,115
POL,2010,13
POL,2012,71
POL,2013,84
POL,2016,123
POL,2017,63
POL,2018,359
POL,2019,1367
PRT,1987,813
PRT,1988,2285
PRT,1989,11791
PRT,1990,407
PRT,1991,275
PRT,1992,208
PRT,1993,881
PRT,1994,3230
PRT,1995,192
PRT,1996,112
PRT,1997,129
PRT,1998,96
PRT,1999,50
PRT,2000,45
PRT,2002,8
PRT,2003,8
PRT,2004,5
PRT,2005,7
PRT,2006,0
PRT,2007,0
PRT,2008,1
PRT,2009,3
PRT,2010,5
PRT,2011,2
PRT,2012,23
PRT,2013,1
PRT,2015,0
PRT,2016,34
PRT,2017,34
PRT,2018,162
PRT,2019,10
ROU,1974,122470
ROU,1975,110703
ROU,1976,113907
ROU,1977,124227
ROU,1978,110124
ROU,1979,66371
ROU,1980,10476
ROU,1981,21584
ROU,1982,61682
ROU,1983,4723
ROU,1984,2108
ROU,1985,5007
ROU,1986,34037
ROU,1987,11833
ROU,1988,1810
ROU,1989,3870
ROU,1990,4691
ROU,1991,1773
ROU,1992,6061
ROU,1993,28321
ROU,1994,6228
ROU,1995,2188
ROU,1996,906
ROU,1997,23579
ROU,1998,9547
ROU,1999,240
ROU,2000,35
ROU,2001,10
ROU,2002,14
ROU,2003,9
ROU,2004,117
ROU,2005,5043
ROU,2006,3196
ROU,2007,353
ROU,2008,12
ROU,2009,8
ROU,2010,193
ROU,2011,4189
ROU,2012,7450
ROU,2013,1159
ROU,2014,59
ROU,2015,4
ROU,2016,2435
ROU,2017,9076
ROU,2018,6407
ROU,2019,3900
ROU,2020,1004
RUS,1990,18370
RUS,1991,20449
RUS,1992,18570
RUS,1993,74463
RUS,1994,28672
RUS,1995,6630
RUS,1996,7120
RUS,1997,2874
RUS,1998,6215
RUS,1999,7428
RUS,2000,4800
RUS,2001,2072
RUS,2002,580
RUS,2003,3291
RUS,2004,2444
RUS,2005,454
RUS,2006,1147
RUS,2007,173
RUS,2008,27
RUS,2009,101
RUS,2010,129
RUS,2011,629
RUS,2012,2123
RUS,2013,2339
RUS,2014,4711
RUS,2015,843
RUS,2016,178
RUS,2017,721
RUS,2018,2539
RUS,2019,4491
RUS,2020,1212
,2006,3330
,2007,1293
,2008,992
,2009,2290
,2010,22517
,2011,5530
,2012,7711
,2013,2766
,2014,3226
,2015,2156
,2016,2605
,2017,10053
,2018,16808
,2019,9411
,2006,11
,2007,4
,2008,6
,2009,4
,2010,27
,2011,18
,2012,11
,2013,6
,2014,14
,2015,5
,2016,3
,2017,11
,2018,225
,2019,82
SMR,1990,1
SMR,1991,1
SMR,1992,7
SMR,1993,6
SMR,1997,22
SMR,1999,0
SMR,2000,1
SMR,2003,3
SMR,2004,0
SMR,2005,0
SMR,2006,0
SMR,2007,0
SMR,2009,0
SMR,2010,0
SMR,2011,0
SMR,2012,1
SMR,2016,0
SMR,2017,0
SMR,2018,0
SMR,2019,12
SMR,2020,0
SRB,1974,24340
SRB,1975,31782
SRB,1976,31487
SRB,1977,27918
SRB,1978,27667
SRB,1979,18596
SRB,1980,37441
SRB,1981,20878
SRB,1982,13826
SRB,1983,12967
SRB,1984,20233
SRB,1985,25325
SRB,1986,14148
SRB,1987,8639
SRB,1988,6629
SRB,1989,16149
SRB,1990,4978
SRB,1991,991
SRB,1992,2108
SRB,1993,16777
SRB,1994,800
SRB,1995,524
SRB,1996,458
SRB,1997,4692
SRB,1998,922
SRB,1999,288
SRB,2000,38
SRB,2001,35
SRB,2002,63
SRB,2003,15
SRB,2004,11
SRB,2005,2
SRB,2006,2
SRB,2007,201
SRB,2008,2
SRB,2009,1
SRB,2010,20
SRB,2011,370
SRB,2012,0
SRB,2013,1
SRB,2014,37
SRB,2015,383
SRB,2016,11
SRB,2017,721
SRB,2018,5076
SRB,2019,22
SVK,1990,47
SVK,1991,211
SVK,1992,415
SVK,1993,551
SVK,1994,29
SVK,1995,2
SVK,1996,0
SVK,1997,620
SVK,1998,530
SVK,1999,0
SVK,2000,0
SVK,2001,0
SVK,2002,0
SVK,2003,1
SVK,2004,2
SVK,2005,0
SVK,2006,0
SVK,2007,0
SVK,2008,0
SVK,2009,0
SVK,2010,0
SVK,2011,0
SVK,2012,0
SVK,2013,0
SVK,2014,0
SVK,2015,1
SVK,2016,0
SVK,2017,7
SVK,2018,565
SVK,2019,318
SVK,2020,0
SVN,1991,32
SVN,1992,10
SVN,1993,7
SVN,1994,134
SVN,1995,398
SVN,1996,8
SVN,1997,9
SVN,1998,13
SVN,1999,1
SVN,2001,0
SVN,2002,0
SVN,2003,0
SVN,2004,0
SVN,2005,0
SVN,2006,0
SVN,2007,0
SVN,2008,0
SVN,2009,0
SVN,2010,2
SVN,2011,22
SVN,2012,2
SVN,2013,1
SVN,2014,52
SVN,2015,18
SVN,2016,1
SVN,2017,8
SVN,2018,9
SVN,2019,51
SVN,2020,6
SWE,1974,7464
SWE,1975,7841
SWE,1976,8774
SWE,1977,10313
SWE,1978,6908
SWE,1979,8668
SWE,1980,1786
SWE,1981,3540
SWE,1982,6223
SWE,1983,4626
SWE,1984,1003
SWE,1985,326
SWE,1986,173
SWE,1988,38
SWE,1989,62
SWE,1990,29
SWE,1991,25
SWE,1992,57
SWE,1993,25
SWE,1994,21
SWE,1995,23
SWE,1996,44
SWE,1997,62
SWE,2000,59
SWE,2001,5
SWE,2002,9
SWE,2003,3
SWE,2004,5
SWE,2005,13
SWE,2006,19
SWE,2007,1
SWE,2008,25
SWE,2009,3
SWE,2010,6
SWE,2011,26
SWE,2012,30
SWE,2013,51
SWE,2014,26
SWE,2015,22
SWE,2016,3
SWE,2017,41
SWE,2018,43
SWE,2019,20
SWE,2020,5
TJK,1990,6897
TJK,1991,1241
TJK,1992,2439
TJK,1993,5045
TJK,1994,531
TJK,1995,56
TJK,1996,42
TJK,1997,3882
TJK,1998,3070
TJK,1999,177
TJK,2000,192
TJK,2001,38
TJK,2002,927
TJK,2003,2144
TJK,2004,4
TJK,2006,3
TJK,2007,2
TJK,2008,0
TJK,2009,0
TJK,2010,0
TJK,2011,1
TJK,2012,16
TJK,2013,1
TJK,2014,0
TJK,2015,3
TJK,2016,52
TJK,2017,654
TJK,2018,0
TJK,2019,7
TKM,1990,2806
TKM,1991,1346
TKM,1992,692
TKM,1993,2486
TKM,1994,2613
TKM,1995,393
TKM,1996,96
TKM,1997,377
TKM,1998,1035
TKM,1999,452
TKM,2000,113
TKM,2001,9
TKM,2002,11
TKM,2003,1
TKM,2004,1
TKM,2005,0
TKM,2006,48
TKM,2007,59
TKM,2008,0
TKM,2009,0
TKM,2010,0
TKM,2011,0
TKM,2012,0
TKM,2013,0
TKM,2014,0
TKM,2015,0
TKM,2016,0
TKM,2017,0
TKM,2018,0
TKM,2019,0
TUR,1974,12836
TUR,1975,24347
TUR,1976,21740
TUR,1977,16123
TUR,1978,12517
TUR,1979,11471
TUR,1980,8618
TUR,1981,26547
TUR,1982,8778
TUR,1983,31515
TUR,1984,30666
TUR,1985,14695
TUR,1986,2267
TUR,1987,2194
TUR,1988,9279
TUR,1989,19273
TUR,1990,11372
TUR,1991,22521
TUR,1992,24626
TUR,1993,34285
TUR,1994,23733
TUR,1995,13544
TUR,1996,27171
TUR,1997,22795
TUR,1998,27120
TUR,1999,16329
TUR,2000,16244
TUR,2001,30509
TUR,2002,7823
TUR,2003,5844
TUR,2004,8927
TUR,2005,6200
TUR,2006,34
TUR,2007,3
TUR,2008,0
TUR,2009,4
TUR,2010,7
TUR,2011,111
TUR,2012,349
TUR,2013,7405
TUR,2014,565
TUR,2015,342
TUR,2016,9
TUR,2017,84
TUR,2018,716
TUR,2019,2904
UKR,1990,6841
UKR,1991,5321
UKR,1992,13289
UKR,1993,23452
UKR,1994,9837
UKR,1995,1923
UKR,1996,8678
UKR,1997,7000
UKR,1998,5107
UKR,1999,1389
UKR,2000,817
UKR,2001,16970
UKR,2002,7587
UKR,2003,411
UKR,2004,146
UKR,2005,2392
UKR,2006,42724
UKR,2007,1005
UKR,2008,48
UKR,2010,39
UKR,2011,1333
UKR,2012,12746
UKR,2015,105
UKR,2016,102
UKR,2017,4782
UKR,2018,53219
UKR,2019,57282
UKR,2020,264
UZB,1990,3943
UZB,1991,3878
UZB,1992,2020
UZB,1993,2354
UZB,1994,1661
UZB,1995,294
UZB,1996,228
UZB,1997,261
UZB,1998,875
UZB,1999,1193
UZB,2000,80
UZB,2001,22
UZB,2002,25
UZB,2003,85
UZB,2004,75
UZB,2005,737
UZB,2006,823
UZB,2007,863
UZB,2008,2
UZB,2009,0
UZB,2010,117
UZB,2011,476
UZB,2013,0
UZB,2014,8
UZB,2015,22
UZB,2016,1
UZB,2017,0
UZB,2018,22
UZB,2019,1672
UZB,2020,4103
,2006,53945
,2007,6940
,2008,8970
,2009,7595
,2010,30629
,2011,37147
,2012,35244
,2013,36857
,2014,18938
,2015,26081
,2016,6749
,2017,24356
,2018,89148
,2019,106460
,,
Last update,,
Description,,
Reference link,,
,,
Copyright,,
© WHO Regional Office for Europe 2021. All rights reserved.,,
