Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Measles,149962,873022,360296,173457,132490,214808,282078,275307,212376,359332,343806,278637,278751,285031,377576,585701,513406,679856,586471,849173,853479
