COUNTRY,YEAR,VALUE
NLD,1989,0.84
NLD,1990,0.11
NLD,1991,0.39
NLD,1992,3.11
NLD,1993,3.06
NLD,1994,1.96
NLD,1995,1.19
NLD,1996,0.37
NLD,1997,0.13
NLD,1998,0.06
NLD,1999,14.98
NLD,2000,6.4
NLD,2002,0.02
NLD,2003,0.02
NLD,2004,0.07
NLD,2005,0.02
NLD,2006,0.01
NLD,2007,0.06
NLD,2008,0.66
NLD,2009,0.09
NLD,2010,0.09
NLD,2011,0.31
NLD,2012,0.06
NLD,2013,15.66
NLD,2014,0.83
NLD,2015,0.04
NLD,2016,0.04
NLD,2017,0.09
NLD,2018,0.14
NLD,2019,0.48
,1974,402.79
,1975,130.9
,1976,352.43
,1977,366.36
,1978,196.34
,1979,357.37
,1980,148.79
,1981,210.94
,1982,169.19
,1983,215.49
,1984,109.45
,1985,69.48
,1986,112.87
,1987,33.14
,1988,4.04
,1989,6.65
,1990,1.38
,1991,0.95
,1992,1.16
,1993,0.66
,1994,0.3
,1995,0.29
,1996,0.78
,1997,0.56
,2000,0.3
,2001,0.09
,2002,0.19
,2003,0.04
,2004,0.05
,2005,0.06
,2006,0.19
,2007,0.02
,2008,0.19
,2009,0.05
,2010,0.07
,2011,0.69
,2012,0.2
,2013,0.3
,2014,0.22
,2015,0.18
,2016,0.04
,2017,0.22
,2018,0.29
,2019,0.27
,2020,0.09
NOR,1974,390.69
NOR,1975,90.73
NOR,1976,79.58
NOR,1977,331.59
NOR,1978,392.8
NOR,1979,66.89
NOR,1980,32.36
NOR,1981,111.86
NOR,1982,266.7
NOR,1983,149.72
NOR,1984,42.87
NOR,1985,31.6
NOR,1986,29.26
NOR,1987,13.45
NOR,1988,3.16
NOR,1989,0.31
NOR,1990,2.24
NOR,1991,0.4
NOR,1992,1.7
NOR,1993,0.16
NOR,1994,0.14
NOR,1995,0.41
NOR,1996,0.52
NOR,1997,0.25
NOR,2000,0
NOR,2001,0.09
NOR,2002,0.11
NOR,2003,0.18
NOR,2004,0.15
NOR,2005,0
NOR,2006,0
NOR,2008,0.08
NOR,2009,0.04
NOR,2010,0.06
NOR,2011,0.79
NOR,2012,0.08
NOR,2013,0.16
NOR,2014,0.06
NOR,2015,0.27
NOR,2016,0
NOR,2017,0.02
NOR,2018,0.23
NOR,2019,0.34
NOR,2020,0.07
POL,1974,209.35
POL,1975,429.03
POL,1976,364.26
POL,1977,129.54
POL,1978,240.14
POL,1979,86.56
POL,1980,69.94
POL,1981,98.28
POL,1982,21.03
POL,1983,30.82
POL,1984,147.38
POL,1985,95.91
POL,1986,18.17
POL,1987,3.41
POL,1988,2.65
POL,1989,19.03
POL,1990,148.14
POL,1991,6.33
POL,1992,9.63
POL,1993,3.67
POL,1994,2.24
POL,1995,1.95
POL,1996,1.65
POL,1997,0.87
POL,1998,5.83
POL,1999,0.26
POL,2000,0.2
POL,2001,0.35
POL,2002,0.09
POL,2003,0.13
POL,2004,0.03
POL,2005,0.03
POL,2006,0.31
POL,2007,0.1
POL,2009,0.3
POL,2010,0.03
POL,2012,0.19
POL,2013,0.22
POL,2016,0.32
POL,2017,0.16
POL,2018,0.93
POL,2019,3.56
PRT,1987,8.11
PRT,1988,22.81
PRT,1989,117.85
PRT,1990,4.08
PRT,1991,2.76
PRT,1992,2.09
PRT,1993,8.84
PRT,1994,32.33
PRT,1995,1.91
PRT,1996,1.11
PRT,1997,1.28
PRT,1998,0.94
PRT,1999,0.49
PRT,2000,0.44
PRT,2002,0.08
PRT,2003,0.08
PRT,2004,0.05
PRT,2005,0.07
PRT,2006,0
PRT,2007,0
PRT,2008,0.01
PRT,2009,0.03
PRT,2010,0.05
PRT,2011,0.02
PRT,2012,0.22
PRT,2013,0.01
PRT,2015,0
PRT,2016,0.33
PRT,2017,0.33
PRT,2018,1.58
PRT,2019,0.1
ROU,1974,582.39
ROU,1975,521.08
ROU,1976,531.14
ROU,1977,573.66
ROU,1978,503.89
ROU,1979,299.88
ROU,1980,47.19
ROU,1981,96.56
ROU,1982,274.41
ROU,1983,20.94
ROU,1984,9.32
ROU,1985,22.03
ROU,1986,149.13
ROU,1987,51.58
ROU,1988,7.85
ROU,1989,16.72
ROU,1990,20.21
ROU,1991,7.65
ROU,1992,26.6
ROU,1993,124.46
ROU,1994,27.4
ROU,1995,9.65
ROU,1996,4.01
ROU,1997,104.58
ROU,1998,42.43
ROU,1999,1.07
ROU,2000,0.16
ROU,2001,0.04
ROU,2002,0.06
ROU,2003,0.04
ROU,2004,0.54
ROU,2005,23.32
ROU,2006,14.81
ROU,2007,1.64
ROU,2008,0.06
ROU,2009,0.04
ROU,2010,0.9
ROU,2011,19.62
ROU,2012,34.95
ROU,2013,5.18
ROU,2014,0.3
ROU,2015,0.02
ROU,2016,12.57
ROU,2017,40.86
ROU,2018,28.85
ROU,2019,17.6
ROU,2020,4.53
RUS,1990,12.42
RUS,1991,13.79
RUS,1992,12.52
RUS,1993,50.71
RUS,1994,19.54
RUS,1995,4.51
RUS,1996,4.86
RUS,1997,1.97
RUS,1998,4.26
RUS,1999,5.12
RUS,2000,3.32
RUS,2001,1.44
RUS,2002,0.41
RUS,2003,2.29
RUS,2004,1.7
RUS,2005,0.32
RUS,2006,0.8
RUS,2007,0.12
RUS,2008,0.02
RUS,2009,0.07
RUS,2010,0.09
RUS,2011,0.44
RUS,2012,1.48
RUS,2013,1.64
RUS,2014,3.28
RUS,2015,0.59
RUS,2016,0.12
RUS,2017,0.49
RUS,2018,1.73
RUS,2019,3.06
RUS,2020,0.83
,1990,135.38
,1991,11.28
,1992,49.12
,1993,59.47
,1994,26.04
,1995,12.64
,1996,14.19
,1997,54.78
,1998,28.03
,1999,3.11
,2000,2.75
,2001,1.06
,2002,8.91
,2003,0.49
,2004,0.51
,2005,8.94
,2006,5.87
,2007,2.28
,2008,1.75
,2009,4.03
,2010,39.59
,2011,9.74
,2012,13.6
,2013,4.79
,2014,5.88
,2015,3.9
,2016,4.76
,2017,17.45
,2018,29.12
,2019,16.32
,1974,59.95
,1975,16.61
,1976,7.34
,1977,194.61
,1978,186.68
,1979,9.71
,1980,5.1
,1981,17.89
,1982,84.8
,1983,40.12
,1984,12.06
,1985,28.04
,1986,90.23
,1987,9.72
,1988,2.26
,1989,2.5
,1990,1.95
,1991,4.54
,1992,12.32
,1993,6.65
,1994,5.67
,1995,5.25
,1996,6.99
,1997,2.47
,1999,0.14
,2000,0.2
,2003,0.31
,2004,0.17
,2005,0.45
,2006,0.39
,2007,0.15
,2008,0.21
,2009,0.16
,2010,0.94
,2011,0.65
,2012,0.38
,2013,0.21
,2014,0.48
,2015,0.17
,2016,0.1
,2017,0.36
,2018,7.39
,2019,2.69
,2020,0.59
SMR,1990,4.35
SMR,1991,4.35
SMR,1992,30.43
SMR,1993,24.9
SMR,1997,84.87
SMR,1999,0
SMR,2000,3.73
SMR,2003,11.11
SMR,2004,0
SMR,2005,0
SMR,2006,0
SMR,2007,0
SMR,2009,0
SMR,2010,0
SMR,2011,0
SMR,2012,3.09
SMR,2016,0
SMR,2017,0
SMR,2018,0
SMR,2019,35.85
SMR,2020,0
ESP,1974,424.34
ESP,1975,510.07
ESP,1976,370.26
ESP,1977,355.74
ESP,1978,352.69
ESP,1979,252.26
ESP,1980,387.09
ESP,1981,388.57
ESP,1982,420.33
ESP,1983,797.31
ESP,1984,101.49
ESP,1985,209.49
ESP,1986,570.17
ESP,1987,90.78
ESP,1988,58.49
ESP,1989,84.62
ESP,1990,55.57
ESP,1991,62.64
ESP,1992,62.71
ESP,1993,30.66
ESP,1994,17.36
ESP,1995,22.57
ESP,1996,12.64
ESP,1997,4.68
ESP,1998,1.13
ESP,1999,0.62
ESP,2000,0.38
ESP,2002,0.16
ESP,2003,0.61
ESP,2004,0.06
ESP,2005,0.05
ESP,2006,0.82
ESP,2007,0.6
ESP,2008,0.65
ESP,2009,0.09
ESP,2010,0.66
ESP,2011,8.24
ESP,2012,2.57
ESP,2013,0.28
ESP,2014,0.33
ESP,2015,0.25
ESP,2016,0.08
ESP,2017,0.35
ESP,2018,0.48
ESP,2019,0.61
ESP,2020,0.19
SRB,1998,12.18
SRB,1999,3.82
SRB,2000,0.51
SRB,2001,0.47
SRB,2002,0.84
SRB,2003,0.2
SRB,2004,0.15
SRB,2005,0.03
SRB,2006,0.03
SRB,2007,2.72
SRB,2008,0.03
SRB,2009,0.01
SRB,2010,0.27
SRB,2011,5.11
SRB,2012,0
SRB,2013,0.01
SRB,2014,0.52
SRB,2015,5.37
SRB,2016,0.15
SRB,2017,10.27
SRB,2018,72.69
SRB,2019,0.32
SVK,1990,0.89
SVK,1991,3.99
SVK,1992,7.82
SVK,1993,10.35
SVK,1994,0.54
SVK,1995,0.04
SVK,1996,0
SVK,1997,11.52
SVK,1998,9.83
SVK,1999,0
SVK,2000,0
SVK,2001,0
SVK,2002,0
SVK,2003,0.02
SVK,2004,0.04
SVK,2005,0
SVK,2006,0
SVK,2007,0
SVK,2008,0
SVK,2009,0
SVK,2010,0
SVK,2011,0
SVK,2012,0
SVK,2013,0
SVK,2014,0
SVK,2015,0.02
SVK,2016,0
SVK,2017,0.13
SVK,2018,10.37
SVK,2019,5.83
SVK,2020,0
SVN,1991,1.6
SVN,1992,0.5
SVN,1993,0.35
SVN,1994,6.74
SVN,1995,20.03
SVN,1996,0.4
SVN,1997,0.45
SVN,1998,0.66
SVN,1999,0.05
SVN,2001,0
SVN,2002,0
SVN,2003,0
SVN,2004,0
SVN,2005,0
SVN,2006,0
SVN,2007,0
SVN,2008,0
SVN,2009,0
SVN,2010,0.1
SVN,2011,1.07
SVN,2012,0.1
SVN,2013,0.05
SVN,2014,2.52
SVN,2015,0.87
SVN,2016,0.05
SVN,2017,0.39
SVN,2018,0.43
SVN,2019,2.44
SVN,2020,0.29
SWE,1974,91.46
SWE,1975,95.71
SWE,1976,106.71
SWE,1977,124.98
SWE,1978,83.47
SWE,1979,104.51
SWE,1980,21.49
SWE,1981,42.55
SWE,1982,74.75
SWE,1983,55.54
SWE,1984,12.03
SWE,1985,3.9
SWE,1986,2.07
SWE,1988,0.45
SWE,1989,0.73
SWE,1990,0.34
SWE,1991,0.29
SWE,1992,0.66
SWE,1993,0.29
SWE,1994,0.24
SWE,1995,0.26
SWE,1996,0.5
SWE,1997,0.7
SWE,2000,0.66
SWE,2001,0.06
SWE,2002,0.1
SWE,2003,0.03
SWE,2004,0.06
SWE,2005,0.14
SWE,2006,0.21
SWE,2007,0.01
SWE,2008,0.27
SWE,2009,0.03
SWE,2010,0.06
SWE,2011,0.28
SWE,2012,0.32
SWE,2013,0.53
SWE,2014,0.27
SWE,2015,0.22
SWE,2016,0.03
SWE,2017,0.41
SWE,2018,0.42
SWE,2019,0.19
SWE,2020,0.05
CHE,1987,113.06
CHE,1988,115.27
CHE,1989,40.62
CHE,1990,29.65
CHE,1991,39.71
CHE,1992,62.54
CHE,1993,43.24
CHE,1994,20.02
CHE,1995,19.88
CHE,1996,28.28
CHE,1997,90.28
CHE,1998,28.13
CHE,1999,11.2
CHE,2001,9.69
CHE,2003,7.82
CHE,2004,0.53
CHE,2005,0.81
CHE,2007,13.44
CHE,2008,26.44
CHE,2009,12.37
CHE,2010,0.98
CHE,2011,7.85
CHE,2012,0.76
CHE,2013,2.16
CHE,2014,0.28
CHE,2015,0.42
CHE,2016,0.78
CHE,2017,1.25
CHE,2018,0.6
CHE,2020,0.44
TJK,1990,130.07
TJK,1991,22.84
TJK,1992,44.05
TJK,1993,90.52
TJK,1994,9.47
TJK,1995,0.99
TJK,1996,0.73
TJK,1997,66.67
TJK,1998,51.7
TJK,1999,2.92
TJK,2000,3.1
TJK,2001,0.6
TJK,2002,14.39
TJK,2003,32.62
TJK,2004,0.06
TJK,2006,0.05
TJK,2007,0.03
TJK,2008,0
TJK,2009,0
TJK,2010,0
TJK,2011,0.01
TJK,2012,0.2
TJK,2013,0.01
TJK,2014,0
TJK,2015,0.04
TJK,2016,0.6
TJK,2017,7.32
TJK,2018,0
TJK,2019,0.08
TKM,1990,76.73
TKM,1991,35.92
TKM,1992,17.99
TKM,1993,62.98
TKM,1994,64.6
TKM,1995,8.77
TKM,1996,2.1
TKM,1997,8.12
TKM,1998,21.98
TKM,1999,10.31
TKM,2000,2.53
TKM,2001,0.19
TKM,2002,0.22
TKM,2003,0.02
TKM,2004,0.02
TKM,2005,0
TKM,2006,0.98
TKM,2007,1.19
TKM,2008,0
TKM,2009,0
TKM,2010,0
TKM,2011,0
TKM,2012,0
TKM,2013,0
TKM,2014,0
TKM,2015,0
TKM,2016,0
TKM,2017,0
TKM,2018,0
TKM,2019,0
TUR,1974,32.9
TUR,1975,61.01
TUR,1976,53.43
TUR,1977,38.8
TUR,1978,29.46
TUR,1979,26.37
TUR,1980,19.36
TUR,1981,58.28
TUR,1982,18.82
TUR,1983,65.92
TUR,1984,62.54
TUR,1985,29.29
TUR,1986,4.42
TUR,1987,4.19
TUR,1988,17.32
TUR,1989,35.14
TUR,1990,20.63
TUR,1991,40.18
TUR,1992,43.21
TUR,1993,59.2
TUR,1994,40.34
TUR,1995,22.67
TUR,1996,44.78
TUR,1997,37.02
TUR,1998,43.42
TUR,1999,25.77
TUR,2000,25.28
TUR,2001,46.84
TUR,2002,11.85
TUR,2003,8.74
TUR,2004,13.18
TUR,2005,9.04
TUR,2006,0.05
TUR,2007,0
TUR,2008,0
TUR,2009,0.01
TUR,2010,0.01
TUR,2011,0.15
TUR,2012,0.46
TUR,2013,9.74
TUR,2014,0.73
TUR,2015,0.43
TUR,2016,0.01
TUR,2017,0.1
TUR,2018,0.88
TUR,2019,3.52
UKR,1990,13.25
UKR,1991,10.28
UKR,1992,25.61
UKR,1993,45.17
UKR,1994,19.04
UKR,1995,3.75
UKR,1996,17.06
UKR,1997,13.88
UKR,1998,10.2
UKR,1999,2.8
UKR,2000,1.66
UKR,2001,34.75
UKR,2002,15.81
UKR,2003,0.86
UKR,2004,0.31
UKR,2005,5.1
UKR,2006,91.67
UKR,2007,2.17
UKR,2008,0.1
UKR,2010,0.09
UKR,2011,2.93
UKR,2012,28.07
UKR,2015,0.23
UKR,2016,0.23
UKR,2017,10.72
UKR,2018,119.26
UKR,2019,128.36
UKR,2020,0.59
GBR,1974,211.03
GBR,1975,282.11
GBR,1976,121.71
GBR,1977,338.84
GBR,1978,238.19
GBR,1979,166.02
GBR,1980,262.67
GBR,1981,109.62
GBR,1982,187.67
GBR,1983,204.11
GBR,1984,119.9
GBR,1985,185.26
GBR,1986,159.15
GBR,1987,78.96
GBR,1988,155.07
GBR,1989,52.84
GBR,1990,49.32
GBR,1991,20.42
GBR,1992,21.39
GBR,1993,20.82
GBR,1994,40.66
GBR,1995,15.54
GBR,1996,11.8
GBR,1997,8.31
GBR,1998,0.13
GBR,2000,0.18
GBR,2001,0.12
GBR,2002,0.53
GBR,2003,0.77
GBR,2004,0.32
GBR,2005,0.13
GBR,2006,1.26
GBR,2007,1.68
GBR,2008,2.35
GBR,2009,1.96
GBR,2010,0.71
GBR,2011,1.77
GBR,2012,3.28
GBR,2013,2.99
GBR,2014,0.21
GBR,2015,0.14
GBR,2016,0.86
GBR,2017,0.55
GBR,2018,1.83
GBR,2019,1.64
GBR,2020,0.14
UZB,1990,19.31
UZB,1991,18.81
UZB,1992,9.3
UZB,1993,10.75
UZB,1994,7.39
UZB,1995,1.28
UZB,1996,0.99
UZB,1997,1.11
UZB,1998,3.65
UZB,1999,4.91
UZB,2000,0.32
UZB,2001,0.09
UZB,2002,0.1
UZB,2003,0.33
UZB,2004,0.29
UZB,2005,2.82
UZB,2006,3.11
UZB,2007,3.21
UZB,2008,0.01
UZB,2009,0
UZB,2010,0.41
UZB,2011,1.62
UZB,2013,0
UZB,2014,0.03
UZB,2015,0.07
UZB,2016,0
UZB,2017,0
UZB,2018,0.07
UZB,2019,5.03
UZB,2020,12.34
,1990,50.62
,1991,36.61
,1992,39.52
,1993,39.01
,1994,23.72
,1995,19.13
,1996,21.93
,1997,25.34
,1998,16.38
,1999,9.09
,2000,5.16
,2001,8.33
,2002,5.48
,2003,3.79
,2004,3.38
,2005,4.26
,2006,6.13
,2007,0.78
,2008,1.01
,2009,0.85
,2010,3.42
,2011,4.14
,2012,3.91
,2013,4.07
,2014,2.09
,2015,2.87
,2016,0.74
,2017,2.64
,2018,9.64
,2019,11.48
,2020,2.69
,,
Last update,,
Description,,
Reference link,,
,,
Copyright,,
© WHO Regional Office for Europe 2021. All rights reserved.,,
